PeakID (cmd=annotatePeaks.pl peakcalling/LARP4_consensus_peaks2.bed hg38 -annStats annotation_stats.txt),Chr,Start,End,Strand,Gene Name
LARP4_rep1_peak_9159,chr5,151182355,151182512,+,ANXA6
LARP4_rep1_peak_954,chr1,220696587,220696927,+,C1orf115
LARP4_rep1_peak_7952,chr22,42870779,42871146,+,ARFGAP3
LARP4_rep1_peak_2275,chr12,53065292,53065766,+,MIR6757
LARP4_rep1_peak_1604,chr11,46678731,46679122,+,ARHGAP1
LARP4_rep1_peak_5890,chr19,42376724,42376936,+,CNFN
LARP4_rep1_peak_3356,chr15,80951381,80951653,+,MESD
LARP4_rep1_peak_3267,chr15,65576253,65576565,+,INTS14
LARP4_rep1_peak_3834,chr16,30669357,30670197,+,FBRS
LARP4_rep1_peak_9314,chr6,7248975,7249419,+,SSR1
LARP4_rep1_peak_1274,chr10,100275323,100275535,+,CWF19L1
LARP4_rep1_peak_2421,chr12,74539758,74540260,+,ATXN7L3B
LARP4_rep1_peak_11471,chrX,47228692,47228989,+,
LARP4_rep1_peak_10665,chr8,100920374,100920760,+,YWHAZ
LARP4_rep1_peak_7251,chr20,38091976,38092178,+,RPRD1B
LARP4_rep1_peak_780,chr1,155947592,155947830,+,MIR6738
LARP4_rep1_peak_3185,chr15,40418131,40418619,+,IVD
LARP4_rep1_peak_7065,chr20,5190108,5190452,+,CDS2
LARP4_rep1_peak_5171,chr18,74158396,74158595,+,TIMM21
LARP4_rep1_peak_4958,chr17,79940710,79940878,+,TBC1D16
LARP4_rep1_peak_5310,chr19,1611059,1611433,+,UQCR11
LARP4_rep1_peak_2897,chr14,31100248,31101069,+,AP4S1
LARP4_rep1_peak_5377,chr19,3464945,3465192,+,SMIM24
LARP4_rep1_peak_9219,chr5,176527235,176527734,+,RNF44
LARP4_rep1_peak_4454,chr17,20999706,21000146,+,USP22
LARP4_rep1_peak_8281,chr3,52433376,52433616,+,SEMA3G
LARP4_rep1_peak_2159,chr12,7095520,7095749,+,C1R
LARP4_rep1_peak_6261,chr2,26779235,26779544,+,CENPA
LARP4_rep1_peak_2319,chr12,55971392,55971944,+,RAB5B
LARP4_rep1_peak_10533,chr8,23137608,23137954,+,TNFRSF10D
LARP4_rep1_peak_1458,chr11,868553,868847,+,TSPAN4
LARP4_rep1_peak_11641,chrX,134500051,134500412,+,MIR450B
LARP4_rep1_peak_4421,chr17,17492675,17492789,+,RASD1
LARP4_rep1_peak_2909,chr14,35273439,35273870,+,PSMA6
LARP4_rep1_peak_5647,chr19,17232073,17232551,+,OCEL1
LARP4_rep1_peak_406,chr1,37799820,37801018,+,MANEAL
LARP4_rep1_peak_6476,chr2,74890883,74891129,+,LINC01291
LARP4_rep1_peak_5688,chr19,18569005,18569213,+,UBA52
LARP4_rep1_peak_926,chr1,205532294,205532523,+,CDK18
LARP4_rep1_peak_4541,chr17,38405235,38405452,+,ARHGAP23
LARP4_rep1_peak_4027,chr16,74305591,74306144,+,PSMD7
LARP4_rep1_peak_11075,chr9,124518548,124518815,+,NR5A1
LARP4_rep1_peak_7269,chr20,45325442,45325681,+,MATN4
LARP4_rep1_peak_9429,chr6,31509933,31511050,+,MICB
LARP4_rep1_peak_8476,chr3,150741441,150742470,+,LOC101928105
LARP4_rep1_peak_5748,chr19,34469135,34469642,+,WTIP
LARP4_rep1_peak_3515,chr16,2037945,2038279,+,SLC9A3R2
LARP4_rep1_peak_11290,chr9,136940497,136940805,+,FBXW5
LARP4_rep1_peak_10307,chr7,138584749,138585363,+,SVOPL
LARP4_rep1_peak_7938,chr22,42059862,42060406,+,NAGA
LARP4_rep1_peak_9315,chr6,7250925,7251307,+,SSR1
LARP4_rep1_peak_11114,chr9,128541165,128541389,+,SPTAN1
LARP4_rep1_peak_638,chr1,117959778,117959996,+,WDR3
LARP4_rep1_peak_8297,chr3,52840297,52840563,+,MUSTN1
LARP4_rep1_peak_6812,chr2,218346305,218346711,+,MIR6810
LARP4_rep1_peak_739,chr1,154349318,154349775,+,ATP8B2
LARP4_rep1_peak_8577,chr3,196946558,196947359,+,NCBP2AS2
LARP4_rep1_peak_9391,chr6,30172276,30172589,+,TRIM15
LARP4_rep1_peak_3238,chr15,59662934,59663404,+,GTF2A2
LARP4_rep1_peak_3011,chr14,81476202,81476496,+,LINC02308
LARP4_rep1_peak_956,chr1,220813228,220813814,+,RNU6ATAC35P
LARP4_rep1_peak_11017,chr9,112040941,112041317,+,MIR4668
LARP4_rep1_peak_10588,chr8,47976583,47976998,+,MCM4
LARP4_rep1_peak_8779,chr4,102631562,102632174,+,MANBA
LARP4_rep1_peak_7877,chr22,38220839,38221125,+,SNORA92
LARP4_rep1_peak_3976,chr16,67843140,67843880,+,THAP11
LARP4_rep1_peak_4857,chr17,75318624,75318828,+,SLC25A19
LARP4_rep1_peak_843,chr1,165662365,165662928,+,MGST3
LARP4_rep1_peak_8100,chr3,12898993,12899327,+,LINC02022
LARP4_rep1_peak_6303,chr2,30643712,30644092,+,CAPN13
LARP4_rep1_peak_3992,chr16,69324213,69324822,+,PDF
LARP4_rep1_peak_10294,chr7,134064528,134064899,+,LRGUK
LARP4_rep1_peak_10070,chr7,66359961,66360238,+,LINC00174
LARP4_rep1_peak_4876,chr17,75890542,75890705,+,TRIM65
LARP4_rep1_peak_9195,chr5,172044618,172044876,+,FBXW11
LARP4_rep1_peak_4216,chr16,89556892,89557355,+,RPL13
LARP4_rep1_peak_835,chr1,161229725,161229824,+,MIR5187
LARP4_rep1_peak_1233,chr10,87552407,87552786,+,MINPP1
LARP4_rep1_peak_7060,chr20,4856566,4856905,+,RASSF2
LARP4_rep1_peak_7322,chr20,54218954,54219362,+,PFDN4
LARP4_rep1_peak_10616,chr8,70574691,70575096,+,TRAM1
LARP4_rep1_peak_1234,chr10,89213639,89214102,+,CH25H
LARP4_rep1_peak_2300,chr12,54181628,54181928,+,SMUG1
LARP4_rep1_peak_4390,chr17,8160700,8160973,+,VAMP2
LARP4_rep1_peak_5118,chr18,12985161,12985393,+,CEP192
LARP4_rep1_peak_4239,chr16,90004941,90005276,+,DBNDD1
LARP4_rep1_peak_11649,chrX,150766733,150767094,+,MTMR1
LARP4_rep1_peak_10164,chr7,94666174,94666401,+,PEG10
LARP4_rep1_peak_1632,chr11,57299795,57300074,+,TNKS1BP1
LARP4_rep1_peak_2470,chr12,104348656,104348845,+,EID3
LARP4_rep1_peak_144,chr1,6591647,6591919,+,KLHL21
LARP4_rep1_peak_11055,chr9,121784506,121784793,+,DAB2IP
LARP4_rep1_peak_10890,chr9,38398081,38398407,+,ALDH1B1
LARP4_rep1_peak_3308-2,chr15,74035855,74036270,+,PML
LARP4_rep1_peak_414,chr1,39004318,39004706,+,AKIRIN1
LARP4_rep1_peak_11634,chrX,132074073,132074363,+,STK26
LARP4_rep1_peak_5602,chr19,13140471,13140944,+,STX10
LARP4_rep1_peak_7245,chr20,37403473,37403667,+,SRC
LARP4_rep1_peak_1797,chr11,65077745,65077974,+,CDCA5
LARP4_rep1_peak_10483,chr8,11758217,11758864,+,C8orf49
LARP4_rep1_peak_8191,chr3,47495762,47495933,+,ELP6
LARP4_rep1_peak_1096,chr10,22536763,22537090,+,LOC100499489
LARP4_rep1_peak_2999,chr14,77331099,77331356,+,GSTZ1
LARP4_rep1_peak_7174,chr20,33675927,33676776,+,NECAB3
LARP4_rep1_peak_574,chr1,94173577,94173779,+,ABCA4
LARP4_rep1_peak_1854,chr11,66266956,66267695,+,RAB1B
LARP4_rep1_peak_9364,chr6,26469115,26469475,+,BTN2A1
LARP4_rep1_peak_11123,chr9,128808283,128808482,+,ENDOG
LARP4_rep1_peak_7840,chr22,37063112,37063283,+,KCTD17
LARP4_rep1_peak_3194,chr15,41517377,41517687,+,LTK
LARP4_rep1_peak_11623,chrX,129805085,129805275,+,SASH3
LARP4_rep1_peak_5166,chr18,62578160,62578359,+,ZCCHC2
LARP4_rep1_peak_8273,chr3,52049549,52049804,+,DUSP7
LARP4_rep1_peak_4722,chr17,47981461,47981620,+,CDK5RAP3
LARP4_rep1_peak_8085,chr3,10101250,10101625,+,FANCD2OS
LARP4_rep1_peak_3370,chr15,84802508,84802567,+,ALPK3
LARP4_rep1_peak_10930,chr9,71684808,71685410,+,CEMIP2
LARP4_rep1_peak_6504,chr2,85608414,85608770,+,C2orf68
LARP4_rep1_peak_10862,chr9,34369037,34369242,+,MYORG
LARP4_rep1_peak_9319,chr6,7417458,7417753,+,RIOK1
LARP4_rep1_peak_10027,chr7,44707891,44708480,+,ZMIZ2
LARP4_rep1_peak_2157,chr12,6976679,6976993,+,EMG1
LARP4_rep1_peak_8129,chr3,30691552,30692001,+,TGFBR2
LARP4_rep1_peak_9128,chr5,141318680,141319054,+,TAF7
LARP4_rep1_peak_10230,chr7,101232264,101232475,+,CLDN15
LARP4_rep1_peak_2321,chr12,55992058,55992542,+,SUOX
LARP4_rep1_peak_7832,chr22,36489092,36490068,+,TXN2
LARP4_rep1_peak_10477,chr7,158733786,158734075,+,NCAPG2
LARP4_rep1_peak_9599,chr6,42744768,42745090,+,TBCC
LARP4_rep1_peak_2585,chr12,124014100,124014303,+,ZNF664-RFLNA
LARP4_rep1_peak_9036,chr5,96776144,96776516,+,ERAP1
LARP4_rep1_peak_9972,chr7,16706030,16706450,+,BZW2
LARP4_rep1_peak_9938,chr7,5302963,5303541,+,SLC29A4
LARP4_rep1_peak_10863,chr9,34369927,34370906,+,MYORG
LARP4_rep1_peak_1158,chr10,70879333,70879841,+,PCBD1
LARP4_rep1_peak_5187,chr18,79902473,79902930,+,KCNG2
LARP4_rep1_peak_4310,chr17,4822741,4823267,+,MINK1
LARP4_rep1_peak_5232,chr19,810965,811341,+,MIR3187
LARP4_rep1_peak_3404,chr15,101175994,101176303,+,CHSY1
LARP4_rep1_peak_5228,chr19,681651,681999,+,FSTL3
LARP4_rep1_peak_680,chr1,150220460,150220737,+,ANP32E
LARP4_rep1_peak_11707-2,chrX,154484715,154484776,+,UBL4A
LARP4_rep1_peak_596,chr1,109309920,109310141,+,MYBPHL
LARP4_rep1_peak_494,chr1,50974380,50974575,+,CDKN2C
LARP4_rep1_peak_10805,chr8,144526349,144526689,+,LRRC24
LARP4_rep1_peak_207,chr1,12012154,12012525,+,MIIP
LARP4_rep1_peak_6406,chr2,65022210,65022363,+,SLC1A4
LARP4_rep1_peak_4782,chr17,58089132,58089554,+,DYNLL2
LARP4_rep1_peak_8073,chr3,9701705,9702267,+,CPNE9
LARP4_rep1_peak_6610-2,chr2,113217882,113218088,+,PAX8-AS1
LARP4_rep1_peak_9912,chr7,2254634,2254654,+,MIR6836
LARP4_rep1_peak_6656,chr2,130373300,130373540,+,PTPN18
LARP4_rep1_peak_6116,chr19,55616744,55617010,+,ZNF865
LARP4_rep1_peak_4620,chr17,42314422,42314765,+,STAT5A
LARP4_rep1_peak_122,chr1,3628592,3629041,+,TPRG1L
LARP4_rep1_peak_4003,chr16,70156964,70157692,+,LOC400541
LARP4_rep1_peak_8174,chr3,43079311,43079738,+,POMGNT2
LARP4_rep1_peak_6768,chr2,201137039,201137426,+,CFLAR
LARP4_rep1_peak_10671,chr8,103442828,103443040,+,DCAF13
LARP4_rep1_peak_10011,chr7,43875979,43876245,+,MRPS24
LARP4_rep1_peak_4539,chr17,37512841,37513051,+,DUSP14
LARP4_rep1_peak_7100,chr20,21389243,21389444,+,NKX2-4
LARP4_rep1_peak_6610,chr2,113217664,113217697,+,PAX8-AS1
LARP4_rep1_peak_5613,chr19,14088016,14088527,+,SAMD1
LARP4_rep1_peak_11707,chrX,154484454,154484465,+,UBL4A
LARP4_rep1_peak_8432,chr3,131001735,131001912,+,ASTE1
LARP4_rep1_peak_6644,chr2,128266617,128267190,+,HS6ST1
LARP4_rep1_peak_6260,chr2,26778472,26778744,+,CENPA
LARP4_rep1_peak_10534,chr8,23260521,23260741,+,CHMP7
LARP4_rep1_peak_9530,chr6,33573396,33573820,+,BAK1
LARP4_rep1_peak_9529,chr6,33572647,33573222,+,BAK1
LARP4_rep1_peak_6544,chr2,96186119,96186979,+,STARD7-AS1
LARP4_rep1_peak_6922,chr2,240577946,240578472,+,CAPN10-DT
LARP4_rep1_peak_11129,chr9,129006502,129006885,+,SH3GLB2
LARP4_rep1_peak_4519,chr17,32494550,32494757,+,CDK5R1
LARP4_rep1_peak_5465,chr19,6441441,6442156,+,SLC25A41
LARP4_rep1_peak_4497,chr17,29056223,29056504,+,PIPOX
LARP4_rep1_peak_923,chr1,204198333,204198558,+,KISS1
LARP4_rep1_peak_8488,chr3,167684073,167684314,+,WDR49
LARP4_rep1_peak_7839,chr22,37062509,37062746,+,KCTD17
LARP4_rep1_peak_4540,chr17,38322841,38322900,+,GPR179
LARP4_rep1_peak_4670,chr17,43769284,43769580,+,DUSP3
LARP4_rep1_peak_385,chr1,33299992,33300310,+,A3GALT2
LARP4_rep1_peak_4735,chr17,48927030,48927255,+,SNF8
LARP4_rep1_peak_9119,chr5,139683178,139683694,+,CXXC5
LARP4_rep1_peak_8334,chr3,93873270,93873771,+,PROS1
LARP4_rep1_peak_5824,chr19,39383609,39383887,+,PAF1
LARP4_rep1_peak_7890,chr22,38864789,38865000,+,CBX6
LARP4_rep1_peak_1787,chr11,64371883,64372087,+,MIR1237
LARP4_rep1_peak_743,chr1,154582179,154582479,+,CHRNB2
LARP4_rep1_peak_9932,chr7,4762654,4762836,+,AP5Z1
LARP4_rep1_peak_2355,chr12,56469479,56469921,+,SPRYD4
LARP4_rep1_peak_6440,chr2,73226847,73227143,+,PRADC1
LARP4_rep1_peak_6547,chr2,96253567,96253755,+,TMEM127
LARP4_rep1_peak_6853,chr2,219616108,219616307,+,SLC4A3
LARP4_rep1_peak_3264,chr15,65327853,65328285,+,RNU5B-1
LARP4_rep1_peak_1346,chr10,124623037,124623288,+,FAM53B-AS1
LARP4_rep1_peak_1900-2,chr11,68053563,68053928,+,MIR6753
LARP4_rep1_peak_3697,chr16,18792914,18793449,+,RPS15A
LARP4_rep1_peak_9044,chr5,109866916,109867115,+,LINC01848
LARP4_rep1_peak_8141,chr3,37366300,37366563,+,C3orf35
LARP4_rep1_peak_1198,chr10,79315885,79316110,+,PPIF
LARP4_rep1_peak_8760,chr4,83075392,83075628,+,PLAC8
LARP4_rep1_peak_1642-2,chr11,57700659,57700885,+,MED19
LARP4_rep1_peak_8418,chr3,129129961,129130194,+,RAB43
LARP4_rep1_peak_1232,chr10,87368909,87369078,+,NUTM2D
LARP4_rep1_peak_2545,chr12,120701396,120701768,+,UNC119B
LARP4_rep1_peak_4771,chr17,56888160,56888413,+,MIR3614
LARP4_rep1_peak_11650,chrX,150767419,150767603,+,MTMR1
LARP4_rep1_peak_6060,chr19,50309766,50310346,+,KCNC3
LARP4_rep1_peak_2249,chr12,50100071,50100489,+,GPD1
LARP4_rep1_peak_1640,chr11,57661424,57661475,+,CLP1
LARP4_rep1_peak_4799,chr17,63698097,63698783,+,LIMD2
LARP4_rep1_peak_1900,chr11,68053204,68053345,+,MIR6753
LARP4_rep1_peak_6511,chr2,86603594,86603919,+,RNF103
LARP4_rep1_peak_9241,chr5,177372158,177372391,+,SLC34A1
LARP4_rep1_peak_9251,chr5,177609621,177610142,+,B4GALT7
LARP4_rep1_peak_1853,chr11,66244227,66244474,+,KLC2
LARP4_rep1_peak_8227,chr3,49175642,49176243,+,KLHDC8B
LARP4_rep1_peak_3163,chr15,31373913,31374045,+,KLF13
LARP4_rep1_peak_11403,chrX,2488017,2488279,+,ZBED1
LARP4_rep1_peak_1187,chr10,75398365,75398804,+,ZNF503-AS2
LARP4_rep1_peak_5229,chr19,682196,682368,+,FSTL3
LARP4_rep1_peak_3189,chr15,40736313,40736674,+,RMDN3
LARP4_rep1_peak_10178,chr7,99029156,99029277,+,LOC101927550
LARP4_rep1_peak_10045,chr7,47277148,47277475,+,SNORD151
LARP4_rep1_peak_1680,chr11,61796581,61796864,+,FEN1
LARP4_rep1_peak_3391,chr15,90881920,90882257,+,FES
LARP4_rep1_peak_2158,chr12,7070673,7070825,+,C1S
LARP4_rep1_peak_11538,chrX,70420301,70420662,+,GDPD2
LARP4_rep1_peak_10360,chr7,151123106,151123501,+,AGAP3
LARP4_rep1_peak_1087,chr10,11870455,11870776,+,PROSER2-AS1
LARP4_rep1_peak_6350,chr2,53818312,53818641,+,MIR3682
LARP4_rep1_peak_3281,chr15,68207040,68207374,+,CALML4
LARP4_rep1_peak_1947,chr11,72109676,72109907,+,ANAPC15
LARP4_rep1_peak_347,chr1,27307742,27307957,+,TMEM222
LARP4_rep1_peak_601,chr1,109674815,109675160,+,GSTM2
LARP4_rep1_peak_1127,chr10,45458018,45458220,+,LOC102724323
LARP4_rep1_peak_3450,chr16,553616,553917,+,PRR35
LARP4_rep1_peak_1046,chr1,248811398,248811659,+,SH3BP5L
LARP4_rep1_peak_8868,chr4,182890151,182890412,+,DCTD
LARP4_rep1_peak_2986,chr14,74494795,74495215,+,ISCA2
LARP4_rep1_peak_2992,chr14,74942233,74942361,+,PGF
LARP4_rep1_peak_11592,chrX,107649900,107650331,+,PRPS1
LARP4_rep1_peak_291,chr1,22092387,22092742,+,CDC42
LARP4_rep1_peak_6317,chr2,38733436,38733991,+,SRSF7
LARP4_rep1_peak_2992-2,chr14,74942523,74942824,+,PGF
LARP4_rep1_peak_3581,chr16,4456016,4456256,+,NMRAL1
LARP4_rep1_peak_8078,chr3,9867016,9867138,+,CIDEC
LARP4_rep1_peak_595,chr1,109274774,109275304,+,PSRC1
LARP4_rep1_peak_4788,chr17,59214926,59215119,+,SMG8
LARP4_rep1_peak_4757,chr17,50862380,50862684,+,TOB1
LARP4_rep1_peak_10019,chr7,44383982,44384179,+,CAMK2B
LARP4_rep1_peak_10889,chr9,38397624,38397885,+,ALDH1B1
LARP4_rep1_peak_6848,chr2,219555782,219555973,+,MIR3132
LARP4_rep1_peak_11316,chr9,137280137,137280461,+,TOR4A
LARP4_rep1_peak_3409,chr15,101305012,101305224,+,LOC100507472
LARP4_rep1_peak_9805,chr6,159755847,159756153,+,ACAT2
LARP4_rep1_peak_3196,chr15,41578262,41578841,+,TYRO3
LARP4_rep1_peak_7785,chr22,30334357,30334690,+,TBC1D10A
LARP4_rep1_peak_589,chr1,107058173,107058491,+,PRMT6
LARP4_rep1_peak_11124,chr9,128810103,128810302,+,ENDOG
LARP4_rep1_peak_3950,chr16,58707407,58707553,+,SLC38A7
LARP4_rep1_peak_4120,chr16,85677791,85678308,+,GINS2
LARP4_rep1_peak_10107,chr7,74121873,74122371,+,LIMK1
LARP4_rep1_peak_6944,chr2,241224227,241224357,+,ANO7
LARP4_rep1_peak_5559,chr19,11364597,11364802,+,PLPPR2
LARP4_rep1_peak_1583,chr11,36274327,36274652,+,COMMD9
LARP4_rep1_peak_8485,chr3,158692181,158692388,+,LXN
LARP4_rep1_peak_4527,chr17,35741492,35741801,+,RASL10B
LARP4_rep1_peak_4252,chr17,759462,760284,+,DBIL5P
LARP4_rep1_peak_8660,chr4,2929235,2929577,+,MFSD10
LARP4_rep1_peak_1006,chr1,230838901,230839223,+,C1orf198
LARP4_rep1_peak_850,chr1,167542031,167542352,+,CREG1
LARP4_rep1_peak_1040,chr1,244409263,244409407,+,ADSS
LARP4_rep1_peak_4984,chr17,81245184,81245695,+,NDUFAF8
LARP4_rep1_peak_7916,chr22,41358430,41358839,+,TEF
LARP4_rep1_peak_636,chr1,117523034,117523266,+,LOC100996263
LARP4_rep1_peak_4398,chr17,8474365,8475186,+,NDEL1
LARP4_rep1_peak_3936,chr16,57428613,57429259,+,CIAPIN1
LARP4_rep1_peak_2820,chr14,21522535,21522654,+,SALL2
LARP4_rep1_peak_1403,chr11,490672,491308,+,RNH1
LARP4_rep1_peak_8071,chr3,9477619,9477628,+,LHFPL4
LARP4_rep1_peak_11073,chr9,124482436,124482737,+,NR5A1
LARP4_rep1_peak_1919,chr11,69651649,69651977,+,CCND1
LARP4_rep1_peak_1213,chr10,80517907,80518302,+,LOC101929574
LARP4_rep1_peak_641,chr1,119912305,119912598,+,ADAM30
LARP4_rep1_peak_8448,chr3,136948541,136948754,+,IL20RB
LARP4_rep1_peak_1306,chr10,102162166,102162503,+,NOLC1
LARP4_rep1_peak_2527,chr12,120211844,120212114,+,PXN-AS1
LARP4_rep1_peak_7308,chr20,49953478,49953665,+,RNF114
LARP4_rep1_peak_914,chr1,203308020,203308201,+,BTG2
LARP4_rep1_peak_11404,chrX,2488436,2488743,+,ZBED1
LARP4_rep1_peak_229,chr1,15939826,15940304,+,ZBTB17
LARP4_rep1_peak_4178,chr16,88534930,88535090,+,LOC100128882
LARP4_rep1_peak_2539,chr12,120503403,120503684,+,DYNLL1
LARP4_rep1_peak_302,chr1,23787644,23788123,+,LYPLA2
LARP4_rep1_peak_4593,chr17,40389237,40389631,+,GJD3
LARP4_rep1_peak_1675,chr11,61786927,61786983,+,MIR611
LARP4_rep1_peak_3980,chr16,67928011,67928220,+,CTRL
LARP4_rep1_peak_9190,chr5,169604359,169604558,+,SPDL1
LARP4_rep1_peak_1674,chr11,61786657,61786717,+,MIR611
LARP4_rep1_peak_814,chr1,160038438,160038722,+,PIGM
LARP4_rep1_peak_8531,chr3,185490812,185491011,+,TMEM41A
LARP4_rep1_peak_7848,chr22,37490844,37491257,+,MFNG
LARP4_rep1_peak_1786,chr11,64357211,64357335,+,RPS6KA4
LARP4_rep1_peak_6507,chr2,86492209,86492463,+,KDM3A
LARP4_rep1_peak_9174,chr5,154814921,154815308,+,MIR378H
LARP4_rep1_peak_6871,chr2,231047019,231047300,+,C2orf72
LARP4_rep1_peak_8512,chr3,184171201,184171603,+,AP2M1
LARP4_rep1_peak_410,chr1,37996918,37997289,+,SF3A3
LARP4_rep1_peak_9836,chr7,550130,550413,+,LOC101927000
LARP4_rep1_peak_6189,chr2,9584135,9584494,+,ADAM17
LARP4_rep1_peak_6642,chr2,128265577,128265984,+,HS6ST1
LARP4_rep1_peak_2232-2,chr12,49021036,49021295,+,PRKAG1
LARP4_rep1_peak_8265,chr3,51968773,51969287,+,PCBP4
LARP4_rep1_peak_2232,chr12,49020462,49020722,+,PRKAG1
LARP4_rep1_peak_3850,chr16,30983955,30984227,+,HSD3B7
LARP4_rep1_peak_2471,chr12,104349714,104350090,+,EID3
LARP4_rep1_peak_2103,chr12,2803139,2803748,+,FKBP4
LARP4_rep1_peak_11415,chrX,7049186,7049398,+,STS
LARP4_rep1_peak_6609,chr2,113132785,113133080,+,IL1RN
LARP4_rep1_peak_4513,chr17,31532437,31532900,+,MIR4724
LARP4_rep1_peak_5016,chr17,81904534,81904860,+,NPB
LARP4_rep1_peak_9869,chr7,1093241,1093500,+,GPER1
LARP4_rep1_peak_1602,chr11,46677264,46677593,+,ARHGAP1
LARP4_rep1_peak_11317,chr9,137281005,137281555,+,TOR4A
LARP4_rep1_peak_3103,chr14,103534793,103535219,+,TRMT61A
LARP4_rep1_peak_1323,chr10,112150012,112150331,+,GPAM
LARP4_rep1_peak_267,chr1,19657067,19657590,+,HTR6
LARP4_rep1_peak_2414,chr12,68659986,68660227,+,LOC100507250
LARP4_rep1_peak_6415,chr2,69245594,69245914,+,GFPT1
LARP4_rep1_peak_4076,chr16,84565725,84566015,+,COTL1
LARP4_rep1_peak_6439,chr2,73226448,73226678,+,PRADC1
LARP4_rep1_peak_11223,chr9,134157818,134158313,+,RNU6ATAC
LARP4_rep1_peak_9008,chr5,75361756,75361958,+,HMGCR
LARP4_rep1_peak_6674,chr2,135782720,135783094,+,LOC100507600
LARP4_rep1_peak_10029,chr7,44767487,44767812,+,ZMIZ2
LARP4_rep1_peak_7914,chr22,41245695,41245981,+,CHADL
LARP4_rep1_peak_8383,chr3,124965783,124966010,+,MUC13
LARP4_rep1_peak_8393,chr3,127037013,127037240,+,PLXNA1
LARP4_rep1_peak_10590,chr8,53715770,53716105,+,ATP6V1H
LARP4_rep1_peak_3071,chr14,99514954,99515227,+,CCNK
LARP4_rep1_peak_4678,chr17,44193081,44193430,+,ATXN7L3
LARP4_rep1_peak_128,chr1,3889746,3889851,+,C1orf174
LARP4_rep1_peak_4523,chr17,35004402,35004785,+,LIG3
LARP4_rep1_peak_3210,chr15,44561072,44561272,+,EIF3J
LARP4_rep1_peak_10297,chr7,134968345,134968557,+,AGBL3
LARP4_rep1_peak_9324,chr6,7608868,7609067,+,SNRNP48
LARP4_rep1_peak_7860,chr22,37774145,37774316,+,TRIOBP
LARP4_rep1_peak_9740,chr6,127969065,127969483,+,THEMIS
LARP4_rep1_peak_8704,chr4,25929106,25929478,+,SMIM20
LARP4_rep1_peak_8477,chr3,153163432,153163748,+,RAP2B
LARP4_rep1_peak_3282,chr15,68207533,68208027,+,CALML4
LARP4_rep1_peak_2960,chr14,67651203,67651482,+,VTI1B
LARP4_rep1_peak_9123,chr5,140245745,140246097,+,PFDN1
LARP4_rep1_peak_5972,chr19,47064336,47064673,+,TMEM160
LARP4_rep1_peak_6402,chr2,64459905,64460103,+,LGALSL
LARP4_rep1_peak_6339,chr2,47075085,47075474,+,STPG4
LARP4_rep1_peak_6769,chr2,201138148,201138338,+,CFLAR
LARP4_rep1_peak_3070,chr14,99514359,99514521,+,CCNK
LARP4_rep1_peak_1312,chr10,102630172,102630366,+,TRIM8
LARP4_rep1_peak_1307,chr10,102382636,102382831,+,NFKB2
LARP4_rep1_peak_10846,chr9,20995516,20995793,+,HACD4
LARP4_rep1_peak_1548,chr11,11956144,11956343,+,DKK3
LARP4_rep1_peak_921,chr1,204132052,204132238,+,ERLNC1
LARP4_rep1_peak_32,chr1,1233642,1233895,+,B3GALT6
LARP4_rep1_peak_3742,chr16,27460823,27461609,+,IL21R-AS1
LARP4_rep1_peak_3262,chr15,64963144,64963554,+,SPG21
LARP4_rep1_peak_9911,chr7,2252265,2252304,+,NUDT1
LARP4_rep1_peak_8702,chr4,24527677,24528072,+,MIR573
LARP4_rep1_peak_4393-2,chr17,8269377,8269673,+,RANGRF
LARP4_rep1_peak_10799,chr8,144463883,144464131,+,CYHR1
LARP4_rep1_peak_9332,chr6,10626529,10626796,+,GCNT2
LARP4_rep1_peak_6546,chr2,96251840,96252072,+,TMEM127
LARP4_rep1_peak_11154,chr9,131577561,131577957,+,PRRT1B
LARP4_rep1_peak_1692,chr11,62152032,62152249,+,INCENP
LARP4_rep1_peak_6881,chr2,231807501,231808022,+,COPS7B
LARP4_rep1_peak_3972,chr16,67546439,67546649,+,RIPOR1
LARP4_rep1_peak_2061,chr11,119662947,119663255,+,NECTIN1
LARP4_rep1_peak_5076,chr17,82321534,82322271,+,CD7
LARP4_rep1_peak_10136,chr7,76327491,76327769,+,HSPB1
LARP4_rep1_peak_2000,chr11,93478686,93478878,+,SMCO4
LARP4_rep1_peak_1312-2,chr10,102630528,102630706,+,TRIM8
LARP4_rep1_peak_6059,chr19,49908078,49908188,+,IL4I1
LARP4_rep1_peak_11062,chr9,123381246,123381472,+,CRB2
LARP4_rep1_peak_4526,chr17,35723640,35723946,+,RASL10B
LARP4_rep1_peak_2062,chr11,119664380,119664579,+,NECTIN1
LARP4_rep1_peak_10944,chr9,83661508,83661731,+,IDNK
LARP4_rep1_peak_11177,chr9,133762144,133762558,+,SARDH
LARP4_rep1_peak_6917,chr2,240467705,240467904,+,LOC100130449
LARP4_rep1_peak_6503,chr2,85598789,85599309,+,RNF181
LARP4_rep1_peak_5733,chr19,29823858,29824138,+,CCNE1
LARP4_rep1_peak_4574,chr17,39672417,39672925,+,PNMT
LARP4_rep1_peak_323,chr1,26278265,26278551,+,SH3BGRL3
LARP4_rep1_peak_8772,chr4,98880854,98881188,+,EIF4E
LARP4_rep1_peak_8530,chr3,185489979,185490229,+,TMEM41A
